"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","Feature 9","Feature 10","Buggy"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java","1","80","40","40","40","40","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java","3","255","42","42","44","44","6","6","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java","2","158","52","52","62","62","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java","2","457","91","91","98","98","5","5","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java","1","189","94","94","94","94","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java","1","133","66","66","67","67","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java","1","89","44","44","45","45","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java","1","119","119","119","119","119","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java","1","213","213","213","213","213","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java","4","205","4","4","7","7","10","10","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java","3","155","12","12","14","14","7","7","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java","3","457","13","13","19","19","20","20","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java","1","81","81","81","81","81","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java","1","53","53","53","53","53","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java","3","119","22","22","25","25","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java","3","477","0","0","3","3","12","12","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java","4","625","5","5","14","14","19","19","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java","1","134","0","0","0","0","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java","2","157","0","0","3","3","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java","2","134","0","0","3","3","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java","3","83","87","87","9","9","7","7","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java","1","598","299","299","300","300","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java","1","50","50","50","50","50","1","1","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java","4","231","4","4","28","28","9","9","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java","3","49","0","0","1","1","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java","2","35","0","0","2","2","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java","2","89","0","0","2","2","2","2","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java","2","36","0","0","3","3","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java","3","63","8","8","1","1","3","3","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java","1","85","85","85","85","85","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java","1","38","38","38","38","38","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java","2","44","14","14","17","17","3","3","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java","2","57","28","28","30","30","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java","3","287","57","57","62","62","5","5","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java","3","123","30","30","32","32","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java","3","127","25","25","28","28","5","5","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java","3","171","43","43","44","44","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java","2","42","21","21","21","21","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java","3","149","25","25","29","29","6","6","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java","3","146","36","36","37","37","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java","2","53","26","26","27","27","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java","3","134","45","45","49","49","3","3","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java","2","67","33","33","35","35","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java","1","33","33","33","33","33","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java","1","34","34","34","34","34","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java","2","35","17","17","18","18","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java","2","36","18","18","18","18","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java","2","87","21","21","24","24","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java","2","64","16","16","17","17","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java","2","80","26","26","27","27","3","3","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java","3","103","20","20","25","25","5","5","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java","3","308","44","44","59","59","7","7","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java","2","76","19","19","21","21","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java","1","65","65","65","65","65","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java","2","53","17","17","19","19","3","3","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java","3","117","23","23","25","25","5","5","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java","2","327","1","1","9","9","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java","3","218","36","36","38","38","6","6","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java","3","614","76","76","86","86","8","8","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java","3","330","55","55","59","59","6","6","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java","3","93","18","18","20","20","5","5","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java","1","37","37","37","37","37","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java","2","60","30","30","36","36","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java","3","57","14","14","15","15","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java","2","43","21","21","23","23","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java","3","165","41","41","46","46","4","4","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java","1","45","45","45","45","45","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Either.java","1","45","45","45","45","45","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java","2","89","44","44","45","45","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java","2","129","65","65","65","65","2","2","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Option.java","1","39","39","39","39","39","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java","1","38","38","38","38","38","1","1","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java","2","51","25","25","27","27","2","2","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java","2","146","73","73","73","73","2","2","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java","2","5871","1957","1957","5637","5637","3","3","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java","2","138","69","69","70","70","2","2","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java","2","39","19","19","20","20","2","2","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java","2","37","18","18","19","19","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java","1","383","191","191","193","193","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java","1","937","469","469","476","476","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java","1","83","83","83","83","83","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java","1","320","160","160","161","161","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java","2","360","120","120","122","122","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java","2","95","31","31","47","47","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java","3","95","19","19","27","27","5","5","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java","3","83","20","20","28","28","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java","2","91","30","30","45","45","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java","1","41","41","41","41","41","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java","3","270","67","67","68","68","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java","3","29","9","9","11","11","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java","1","100","100","100","100","100","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java","2","32","16","16","16","16","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java","2","77","38","38","38","38","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java","1","25","25","25","25","25","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java","1","26","26","26","26","26","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java","3","33","8","8","8","8","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java","3","517","86","86","92","92","6","6","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java","3","61","20","20","25","25","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java","2","27","13","13","14","14","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java","3","65","22","22","22","22","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java","2","34","17","17","18","18","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java","1","46","23","23","23","23","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java","1","28","28","28","28","28","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java","3","70","23","23","27","27","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java","3","152","38","38","40","40","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java","3","73","24","24","25","25","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java","1","34","34","34","34","34","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java","1","25","25","25","25","25","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java","1","44","44","44","44","44","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java","3","393","43","43","48","48","9","9","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java","1","70","70","70","70","70","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java","1","57","57","57","57","57","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java","2","69","34","34","35","35","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java","1","172","86","86","87","87","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java","3","144","36","36","37","37","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java","3","816","136","136","165","165","6","6","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java","2","67","33","33","34","34","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java","2","85","28","28","29","29","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java","1","20","20","20","20","20","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java","3","433","86","86","90","90","5","5","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java","1","56","56","56","56","56","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java","3","85","28","28","30","30","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java","2","25","12","12","13","13","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java","2","53","26","26","27","27","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java","2","70","35","35","36","36","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java","3","670","111","111","118","118","6","6","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java","1","58","58","58","58","58","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java","1","41","41","41","41","41","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java","2","57","28","28","30","30","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java","1","34","34","34","34","34","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java","2","58","29","29","29","29","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java","2","112","56","56","57","57","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java","3","155","25","25","28","28","6","6","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java","3","33","11","11","13","13","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java","2","53","26","26","27","27","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java","1","56","56","56","56","56","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java","3","119","24","24","26","26","5","5","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java","3","67","22","22","23","23","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java","2","75","25","25","26","26","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java","1","67","67","67","67","67","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java","2","44","22","22","23","23","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java","2","54","27","27","27","27","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java","3","78","19","19","21","21","4","4","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java","3","320","45","45","58","58","7","7","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java","1","48","48","48","48","48","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java","3","551","68","68","74","74","8","8","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java","1","36","36","36","36","36","1","1","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java","2","71","35","35","37","37","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java","3","77","25","25","26","26","3","3","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java","2","28","14","14","14","14","2","2","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java","2","52","26","26","28","28","2","2","null","null","null"
