@relation dataset-22-testing
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
22,0,60,0,8,0,8,0,21,0,4,0
22,0,36,0,5,0,5,0,21,0,4,0
22,1,171,12,85,24,91,2,4,4,4,1
22,0,126,0,16,0,16,0,21,0,4,0
22,0,76,0,9,0,10,0,23,0,4,0
22,0,36,0,5,0,5,0,21,0,4,0
22,0,31,0,4,0,4,0,21,0,4,0
22,0,78,0,1,0,2,0,4,0,4,0
22,0,35,0,5,0,5,0,21,0,4,0
22,0,135,0,15,0,16,0,23,0,6,0
22,0,685,0,44,0,56,0,41,0,16,1
22,0,201,0,100,0,104,0,4,0,4,0
22,0,62,0,62,0,62,0,2,0,0,1
22,0,77,0,77,0,77,0,2,0,2,0
22,0,42,0,6,0,6,0,21,0,4,0
22,0,184,0,23,0,24,0,21,0,4,0
22,0,138,0,14,0,15,0,25,0,6,0
22,0,719,0,31,0,44,0,49,0,34,1
22,0,78,0,78,0,78,0,2,0,2,0
22,0,377,0,125,0,128,0,6,0,6,0
22,0,41,0,41,0,41,0,2,0,4,1
22,3,1242,0,19,6,33,6,152,18,152,1
22,0,48,0,4,0,5,0,22,0,10,0
22,0,264,0,10,0,27,0,65,0,52,0
22,0,34,0,34,0,34,0,2,0,2,0
22,0,38,0,4,0,6,0,16,0,2,0
22,0,28,0,3,0,4,0,16,0,2,0
22,0,415,0,207,0,208,0,4,0,4,0
22,0,33,0,4,0,5,0,16,0,2,0
22,0,76,0,76,0,76,0,2,0,2,0
22,0,73,0,73,0,73,0,2,0,2,0
22,1,199,2,66,5,67,2,6,2,4,1
22,2,215,14,6,16,9,4,72,6,54,1
22,4,563,7,23,11,28,8,48,16,70,1
22,1,878,5,11,7,21,8,78,10,94,1
22,1,203,2,20,4,28,2,12,2,8,1
22,0,40,0,40,0,40,0,2,0,2,0
22,1,123,-1,61,3,63,2,4,4,6,0
22,0,31,0,0,0,3,0,2,0,2,0
22,1,162,4,18,7,23,2,18,2,20,1
22,0,63,0,63,0,63,0,2,0,2,0
22,0,67,0,67,0,67,0,2,0,2,1
22,2,97,-1,10,2,12,4,28,10,22,1
22,0,97,0,12,0,13,0,20,0,8,0
22,1,42,1,21,3,22,2,4,2,4,1
22,0,35,0,17,0,18,0,4,0,4,0
22,0,36,0,18,0,18,0,4,0,4,0
22,1,352,9,88,9,89,2,8,8,14,0
22,0,42,0,42,0,42,0,2,0,2,0
22,0,94,0,8,0,10,0,31,0,18,1
22,0,33,0,11,0,23,0,6,0,4,0
22,1,360,3,51,7,74,2,14,4,24,1
22,0,24,0,12,0,12,0,4,0,4,0
22,0,60,0,30,0,30,0,4,0,4,0
22,0,86,0,43,0,44,0,4,0,4,0
22,0,30,0,30,0,30,0,2,0,2,0
22,0,54,0,27,0,34,0,4,0,4,1
22,0,110,0,55,0,56,0,4,0,4,1
22,0,64,0,21,0,22,0,6,0,8,1
22,0,193,0,13,0,18,0,28,0,20,0
22,0,93,0,46,0,47,0,4,0,4,0
22,0,198,0,99,0,100,0,4,0,4,0
22,1,82,82,82,82,82,2,2,4,4,0
22,0,160,0,53,0,53,0,6,0,4,0
22,2,142,-5,28,3,31,4,10,12,16,0
22,2,429,-171,25,18,49,4,34,10,46,1
22,2,498,23,26,27,31,10,38,34,50,1
22,2,719,-172,13,14,64,4,159,10,170,1
22,1,869,3,58,6,69,4,30,14,30,1
22,0,34,0,17,0,34,0,4,0,2,0
22,0,169,0,84,0,169,0,4,0,2,0
22,0,129,0,32,0,66,0,8,0,10,0
22,0,168,0,84,0,168,0,4,0,2,0
22,0,34,0,17,0,34,0,4,0,2,0
22,0,28,0,28,0,28,0,2,0,2,0
22,0,25,0,26,0,26,0,2,0,2,0
22,1,79,1,26,1,27,2,6,8,12,0
22,1,153,3,14,3,17,2,22,2,28,1
22,0,41,0,41,0,41,0,2,0,2,1
22,0,34,0,34,0,34,0,2,0,2,0
22,2,142,1,13,2,14,4,22,6,30,0
22,1,130,5,14,7,17,2,18,2,22,1
22,1,320,4,64,6,65,2,10,4,14,0
22,0,185,0,61,0,65,0,6,0,4,0
22,0,30,0,30,0,30,0,2,0,2,0
22,0,164,0,82,0,82,0,4,0,4,1
22,0,43,0,5,0,6,0,23,0,6,0
22,0,108,0,27,0,63,0,8,0,4,0
22,0,264,0,44,0,45,0,12,0,14,0
22,0,108,0,21,0,32,0,10,0,8,1
22,4,875,-1,12,20,28,14,176,38,174,1
22,0,84,0,4,0,7,0,56,0,32,0
22,0,174,0,87,0,88,0,4,0,4,0
22,1,72,2,4,2,14,2,30,6,14,1
22,0,123,0,9,0,25,0,35,0,18,1
22,0,40,0,4,0,6,0,18,0,2,0
22,3,936,18,14,26,39,8,128,24,152,1
22,0,342,0,42,0,51,0,16,0,22,1
22,0,141,0,28,0,32,0,10,0,8,0
22,0,31,0,3,0,4,0,16,0,2,0
22,5,1648,15,17,31,44,14,221,34,258,1
22,3,640,24,10,53,32,8,118,24,126,1
22,2,171,5,6,8,10,4,58,8,72,1
22,0,62,0,5,0,9,0,24,0,4,0
22,0,39,0,7,0,8,0,10,0,8,0
22,0,144,0,20,0,22,0,14,0,12,1
22,0,62,0,62,0,62,0,2,0,2,0
22,1,297,1,99,1,100,2,6,8,12,0
22,1,56,1,28,2,28,2,4,4,8,0
22,0,35,0,35,0,35,0,2,0,2,0
22,2,121,1,15,4,16,4,16,6,22,0
22,2,158,2,22,3,24,4,14,8,16,1
22,0,142,0,47,0,48,0,6,0,6,1
22,0,29,0,4,0,4,0,19,0,2,0
22,0,84,0,12,0,13,0,21,0,6,0
22,0,84,0,13,0,15,0,21,0,6,0
22,1,54,-3,5,3,7,2,20,6,12,1
22,0,44,0,4,0,5,0,18,0,6,0
22,0,76,0,38,0,38,0,4,0,6,1
22,2,267,4,10,5,13,4,66,8,44,0
22,0,40,0,5,0,6,0,21,0,4,0
22,1,99,4,50,4,50,2,4,8,10,0
22,0,136,0,45,0,60,0,6,0,6,0
22,0,50,0,25,0,26,0,4,0,6,0
22,1,31,31,31,31,31,2,2,4,4,0
22,0,72,0,23,0,24,0,6,0,4,1
22,0,137,0,45,0,76,0,6,0,0,1
22,0,72,0,4,0,7,0,42,0,20,0
22,1,133,4,13,14,17,2,20,4,18,1
22,0,250,0,23,0,58,0,31,0,6,0
22,0,35,0,4,0,5,0,16,0,2,0
22,2,335,-51,12,15,22,4,57,10,50,0
22,1,220,8,15,16,19,4,28,12,26,1
22,1,106,4,5,11,13,2,40,6,28,1
22,0,30,0,3,0,4,0,16,0,2,0
22,2,141,5,6,6,17,4,42,4,16,0
22,0,122,0,61,0,62,0,4,0,4,0
22,0,122,0,9,0,10,0,31,0,12,0
22,1,294,0,9,2,15,4,85,6,60,1
22,0,74,0,37,0,37,0,4,0,4,1
22,0,68,0,68,0,68,0,2,0,2,1
22,0,180,0,180,0,180,0,2,0,2,1
22,1,33,33,33,33,33,2,2,4,4,0
22,1,430,1,107,5,108,2,8,4,10,1
22,0,60,0,15,0,15,0,8,0,8,0
22,0,116,0,38,0,77,0,6,0,6,1
22,0,36,0,36,0,36,0,2,0,2,0
22,1,56,56,64,56,64,2,4,4,6,1
22,0,52,0,52,0,52,0,2,0,4,0
22,1,48,3,24,5,25,2,4,8,10,0
22,1,312,-4,34,4,47,2,18,6,32,1
22,0,45,0,45,0,45,0,2,0,2,0
22,1,36,36,36,36,36,2,2,4,4,0
22,0,62,0,31,0,31,0,4,0,4,0
22,0,91,0,91,0,91,0,2,0,2,0
22,0,25,0,26,0,26,0,2,0,2,0
22,0,57,0,47,0,47,0,6,0,4,0
22,0,25,0,25,0,25,0,2,0,2,0
22,0,58,0,58,0,58,0,2,0,2,1
22,0,74,0,74,0,74,0,2,0,4,0
22,1,196,0,7,4,27,2,77,2,64,1
22,0,113,0,56,0,57,0,4,0,4,0
22,1,47,47,47,47,47,2,2,4,4,0
22,0,480,0,480,0,480,0,2,0,4,0
22,0,83,0,42,0,42,0,4,0,4,0
22,1,118,4,11,4,11,2,31,4,14,0
22,1,33,33,33,33,33,2,2,4,4,0
22,0,62,0,15,0,17,0,8,0,10,0
22,0,54,0,27,0,27,0,4,0,4,0
22,0,115,0,23,0,23,0,10,0,8,0
22,0,110,0,55,0,55,0,4,0,6,0
22,0,339,0,113,0,115,0,6,0,6,0
22,0,44,0,44,0,44,0,2,0,2,0
22,1,81,1,41,3,42,2,4,2,4,0
22,0,294,0,32,0,39,0,18,0,24,0
22,1,254,0,28,9,30,2,27,8,18,0
22,0,160,0,10,0,19,0,32,0,12,1
22,0,74,0,74,0,74,0,2,0,2,0
22,0,72,0,5,0,10,0,28,0,2,1
22,0,129,0,8,0,12,0,30,0,20,1
22,1,45,45,45,45,45,2,2,4,4,0
22,0,63,0,63,0,63,0,2,0,2,0
22,0,72,0,23,0,25,0,6,0,4,0
22,1,168,0,11,1,14,2,35,4,18,0
22,0,75,0,75,0,75,0,2,0,0,0
22,0,75,0,75,0,75,0,2,0,0,0
22,0,89,0,89,0,89,0,2,0,0,0
22,0,240,0,11,0,13,0,51,0,22,0
22,1,225,1,75,3,76,2,6,4,12,0
22,0,266,0,133,0,134,0,4,0,4,0
22,1,204,204,204,204,204,2,2,6,6,1
22,1,61,61,61,61,61,2,2,6,6,0
22,1,151,75,75,75,75,4,4,12,12,0
22,0,226,0,35,0,37,0,19,0,2,0
22,0,226,0,27,0,28,0,25,0,8,0
22,0,36,0,36,0,36,0,2,0,2,0
22,0,72,0,72,0,72,0,2,0,2,0
22,0,69,0,69,0,69,0,2,0,2,0
22,0,37,0,37,0,37,0,2,0,2,0
22,0,57,0,57,0,57,0,2,0,2,0
22,1,561,0,33,9,38,2,34,4,40,1
22,0,33,0,4,0,4,0,16,0,2,0
22,1,111,-1,55,0,56,2,4,4,6,1
22,0,99,0,50,0,51,0,4,0,4,1
22,0,371,0,124,0,156,0,6,0,8,0
22,1,121,4,7,4,8,2,46,4,18,0
22,0,64,0,16,0,32,0,8,0,10,0
22,0,72,0,23,0,48,0,6,0,6,0
22,0,289,0,144,0,289,0,4,0,2,0
22,0,126,0,63,0,126,0,4,0,2,0
22,0,797,0,132,0,266,0,12,0,16,1
22,0,30,0,15,0,30,0,4,0,2,0
22,0,39,0,19,0,39,0,4,0,4,0
22,0,125,0,62,0,125,0,4,0,2,0
22,0,568,0,189,0,394,0,6,0,6,0
22,0,126,0,63,0,126,0,4,0,2,0
22,0,287,0,95,0,210,0,6,0,6,0
22,0,90,0,45,0,90,0,4,0,4,0
22,0,321,0,106,0,218,0,6,0,6,0
22,3,2465,32,32,37,62,8,179,22,176,1
22,1,46,1,23,8,26,2,4,2,6,0
22,2,618,1,13,4,25,6,92,12,106,1
22,0,35,0,35,0,35,0,2,0,2,0
22,0,260,0,130,0,260,0,4,0,2,1
22,1,526,0,35,1,43,2,30,6,48,1
22,0,153,0,39,0,41,0,8,0,2,0
22,3,1031,21,17,29,76,8,154,12,134,1
22,2,139,3,8,7,11,4,34,6,18,0
22,0,171,0,171,0,171,0,2,0,0,0
22,1,32,32,32,32,32,2,2,2,2,0
22,2,170,15,7,18,11,4,46,10,54,1
22,1,108,9,8,9,9,2,26,0,4,0
22,0,218,0,72,0,97,0,6,0,6,0
22,0,52,0,52,0,52,0,2,0,4,1
22,0,84,0,6,0,14,0,26,0,6,1
22,0,57,0,57,0,57,0,2,0,2,0
22,0,50,0,50,0,50,0,2,0,2,0
22,0,96,0,96,0,96,0,2,0,2,0
22,0,31,0,31,0,31,0,2,0,4,0
